PFAM_NAME	PFAM_ACC	PFAM_DESC	IS_DUF
Menorin_N	PF10223	Menorin N-terminal domain	0
MENTAL	PF10457	Cholesterol-capturing domain	0
MepB-like	PF08877	MepB-like	0
Mer2	PF09074	Mer2	0
MerB	PF03243	Alkylmercury lyase	0
merbe_CoV_ORF8b-like	PF27991	MERS-CoV ORF8b protein-like	0
MerC	PF03203	MerC mercury resistance protein	0
MerE	PF05052	MerE protein	0
Merozoite_SPAM	PF07133	Merozoite surface protein (SPAM)	0
MerR	PF00376	MerR family regulatory protein	0
MerR-DNA-bind	PF09278	MerR, DNA binding	0
MerR_1	PF13411	MerR HTH family regulatory protein	0
MerR_2	PF13591	MerR HTH family regulatory protein	0
MERS-CoV-like_ORF5	PF27993	MERS-CoV-like Non-structural protein ORF5	0
Mersacidin	PF16934	Two-component Enterococcus faecalis cytolysin (EFC)	0
MerT	PF02411	MerT mercuric transport protein	0
Mesd	PF10185	Chaperone for wingless signalling and trafficking of LDL receptor	0
Mesothelin	PF06060	Mesothelin	0
MesX	PF08908	Putative oxygenase MesX	0
META	PF03724	META domain	0
Metalloenzyme	PF01676	Metalloenzyme superfamily	0
Metallopep	PF12044	Putative peptidase family	0
Metallophos	PF00149	Calcineurin-like phosphoesterase	0
MetallophosC	PF16370	C terminal of Calcineurin-like phosphoesterase	0
MetallophosN	PF16371	N terminal of Calcineurin-like phosphoesterase	0
Metallophos_2	PF12850	Calcineurin-like phosphoesterase superfamily domain	0
Metallophos_3	PF14582	Metallophosphoesterase, calcineurin superfamily	0
Metallophos_C	PF14008	Iron/zinc purple acid phosphatase-like protein C	0
Metallothio	PF00131	Metallothionein	0
Metallothio_11	PF02066	Metallothionein family 11	0
Metallothio_2	PF01439	Metallothionein	0
Metallothio_5	PF02067	Metallothionein family 5	0
Metallothio_6	PF05522	Metallothionein	0
Metallothio_Cad	PF07846	Metallothionein family	0
Metallothio_Euk	PF12749	Eukaryotic metallothionein	0
Metallothio_PEC	PF02068	Plant PEC family metallothionein	0
Metallothio_Pro	PF02069	Prokaryotic metallothionein	0
Metallothio_yeast	PF11403	Yeast metallothionein	0
Metallothi_Euk2	PF12809	Eukaryotic metallothionein	0
Metalthion_crustacean	PF27650	Metallothionein, crustacean	0
Metalthion_nemt	PF27649	Metallothionein, family 6, nematoda	0
Metal_CEHH	PF14455	Predicted metal binding domain	0
Metal_hydrol	PF10118	Predicted metal-dependent hydrolase	0
Metal_resist	PF13801	Heavy-metal resistance	0
Metaviral_G	PF09595	Metaviral_G glycoprotein	0
Meteorin_N	PF27640	Meteorin-like protein N-terminal domain	0
Methanobactin	PF25751	Methanobactin copper-binding peptide	0
Methuselah_N	PF06652	Methuselah N-terminus	0
Methylase_S	PF01420	Type I restriction modification DNA specificity domain	0
Methyltranf_PUA	PF13636	RNA-binding PUA-like domain of methyltransferase RsmF	0
MethyltransfD12	PF02086	D12 class N6 adenine-specific DNA methyltransferase	0
Methyltransf_10	PF05971	RNA methyltransferase	0
Methyltransf_11	PF08241	Methyltransferase domain	0
Methyltransf_12	PF08242	Methyltransferase domain	0
Methyltransf_13	PF08421	Putative zinc binding domain	0
Methyltransf_14	PF08484	C-methyltransferase C-terminal domain	0
Methyltransf_15	PF09445	RNA cap guanine-N2 methyltransferase	0
Methyltransf_16	PF10294	Lysine methyltransferase	0
Methyltransf_17	PF12692	S-adenosyl-L-methionine methyltransferase	0
Methyltransf_18	PF12847	Methyltransferase domain	0
Methyltransf_19	PF04672	S-adenosyl methyltransferase	0
Methyltransf_1N	PF02870	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain	0
Methyltransf_2	PF00891	O-methyltransferase domain	0
Methyltransf_20	PF12147	Putative methyltransferase	0
Methyltransf_21	PF05050	Methyltransferase FkbM domain	0
Methyltransf_22	PF13383	Methyltransferase domain	0
Methyltransf_23	PF13489	Methyltransferase domain	0
Methyltransf_24	PF13578	Methyltransferase domain	0
Methyltransf_25	PF13649	Methyltransferase domain	0
Methyltransf_28	PF02636	Putative S-adenosyl-L-methionine-dependent methyltransferase	0
Methyltransf_29	PF03141	Putative S-adenosyl-L-methionine-dependent methyltransferase	0
Methyltransf_3	PF01596	O-methyltransferase	0
Methyltransf_30	PF05430	S-adenosyl-L-methionine-dependent methyltransferase	0
Methyltransf_31	PF13847	Methyltransferase domain	0
Methyltransf_32	PF13679	Methyltransferase domain	0
Methyltransf_33	PF10017	Histidine-specific methyltransferase, SAM-dependent	0
Methyltransf_34	PF11312	Putative SAM-dependent methyltransferase	0
Methyltransf_35	PF20553	Putative O-methyltransferase	0
Methyltransf_36	PF23525	AprA MT2-like domain	0
Methyltransf_4	PF02390	Putative methyltransferase	0
Methyltransf_5	PF01795	MraW methylase family	0
Methyltransf_7	PF03492	SAM dependent carboxyl methyltransferase	0
Methyltransf_8	PF05148	Hypothetical methyltransferase	0
Methyltransf_9	PF08003	Protein of unknown function (DUF1698)	0
Methyltransf_FA	PF12248	Farnesoic acid 0-methyl transferase	0
Methyltransf_PK	PF05891	AdoMet dependent proline di-methyltransferase	0
Methyltrans_Mon_1st	PF21080	Virus-capping methyltransferase, connector domain	0
Methyltrans_Mon_2nd	PF14314	Virus-capping methyltransferase, MT domain	0
Methyltrans_Mon_3rd	PF21081	Virus-capping methyltransferase, C-terminal	0
Methyltrans_RNA	PF04452	RNA methyltransferase domain	0
Methyltrans_SAM	PF10672	S-adenosylmethionine-dependent methyltransferase	0
Methyltrn_RNA_2	PF04013	Putative SAM-dependent RNA methyltransferase	0
Methyltrn_RNA_3	PF02598	Putative RNA methyltransferase	0
Methyltrn_RNA_4	PF09936	SAM-dependent RNA methyltransferase	0
Methyltr_RsmB-F	PF01189	16S rRNA methyltransferase RsmB/F	0
Methyltr_RsmF_N	PF17125	N-terminal domain of 16S rRNA methyltransferase RsmF	0
MethyTransf_Reg	PF10119	Predicted methyltransferase regulatory domain	0
Meth_synt_1	PF08267	Cobalamin-independent synthase, N-terminal domain	0
Meth_synt_2	PF01717	Cobalamin-independent synthase, Catalytic domain	0
MetJ	PF01340	Met Apo-repressor, MetJ	0
MetOD1	PF18546	Methanogen output domain 1	0
MetOD2	PF18548	Metanogen output domain 2	0
MetRS-N	PF09635	MetRS-N binding domain	0
MetW	PF07021	Methionine biosynthesis protein MetW	0
Met_asp_mut_E	PF06368	Methylaspartate mutase E chain (MutE)	0
Met_gamma_lyase	PF06838	Methionine gamma-lyase	0
Met_synt_B12	PF02965	Vitamin B12 dependent methionine synthase, activation domain	0
MEX1_N	PF28566	Maltose excess protein 1 N-terminal domain	0
Mfa1	PF17445	Mating factor A1	0
MFA1_2	PF17317	Mating hormone A-factor 1&2	0
Mfa2	PF08842	Fimbrillin-A associated anchor proteins Mfa1 and Mfa2	0
MfA4_C	PF22358	Minor fimbrium tip subunit MfA4, C-terminal	0
MFAP1	PF06991	Microfibril-associated/Pre-mRNA processing	0
Mfa_like_1	PF13149	Fimbrillin-like	0
Mfa_like_2	PF15415	Fimbrillin-like	0
MFD_D3	PF21132	MFD, D3 domain	0
MFE-2_hydrat-2_N	PF22622	MFE-2 hydratase 2 N-terminal domain	0
MFI_C	PF28463	Mitochondrial fission factor interactor C-terminal domain	0
MFMR	PF07777	G-box binding protein MFMR	0
MFMR_assoc	PF16596	Disordered region downstream of MFMR	0
Mfp-3	PF04202	Foot protein 3	0
MFP2b	PF12150	Cytosolic motility protein	0
MFS18	PF17352	Male Flower Specific protein 18	0
MFS_1	PF07690	Major Facilitator Superfamily	0
MFS_1_like	PF12832	MFS_1 like family	0
MFS_2	PF13347	MFS/sugar transport protein	0
MFS_3	PF05977	Transmembrane secretion effector	0
MFS_4	PF06779	Uncharacterised MFS-type transporter YbfB	0
MFS_5	PF05631	Sugar-tranasporters, 12 TM	0
MFS_MOT1	PF16983	Molybdate transporter of MFS superfamily	0
MFS_Mycoplasma	PF07672	Mycoplasma MFS transporter	0
MftA	PF23709	Mycofactocin precursor peptide	0
MftB-like	PF28189	Mycofactocin biosynthesis chaperone MftB-like	0
MftB_chaperone	PF26520	Peptide chaperone MftB family	0
MF_alpha	PF04648	Yeast mating factor alpha hormone	0
MF_alpha_N	PF05436	Mating factor alpha precursor N-terminus	0
Mg-por_mtran_C	PF07109	Magnesium-protoporphyrin IX methyltransferase C-terminus	0
MG1	PF17790	Macroglobulin domain MG1	0
MG185_MG260	PF27319	MG185/MG260	0
MG2	PF01835	MG2 domain	0
MG280	PF23067	Uncharacterised protein MG280	0
Mg296	PF09644	Mg296 protein	0
MG3	PF17791	Macroglobulin domain MG3	0
MG4	PF17789	Macroglobulin domain MG4	0
MG491_central	PF22373	Organelle protein MG491, central domain	0
Mga	PF05043	Mga helix-turn-helix domain	0
MGAT2	PF05060	N-acetylglucosaminyltransferase II (MGAT2)	0
MGAT4A_C	PF23524	MGAT4 C-terminal domain	0
MGAT4_cons	PF04666	MGAT4 conserved region	0
MGA_dom	PF16059	MGA, conserved domain	0
MGC-24	PF05283	Multi-glycosylated core protein 24 (MGC-24), sialomucin	0
MGDG_synth	PF06925	Monogalactosyldiacylglycerol (MGDG) synthase	0
MGH1-like_GH	PF22422	Mannosylglycerate hydrolase MGH1-like glycoside hydrolase domain	0
MglA_C	PF22420	Macrophage Locus Protein A, C-terminal domain	0
Mgm101p	PF06420	Mitochondrial genome maintenance MGM101	0
MGMT_N	PF09153	Methylated DNA-protein cysteine methyltransferase, N-terminal	0
MGP3_C	PF19342	MGP3 C-terminal domain	0
MgpC	PF05220	MgpC adhesin	0
Mgr1	PF08602	Mgr1-like, i-AAA protease complex subunit	0
MgrB	PF13998	MgrB protein	0
MGS	PF02142	MGS-like domain	0
MgsA_C	PF12002	MgsA AAA+ ATPase C terminal	0
MGS_C	PF21967	Mannosylglycerate synthase C-terminal domain	0
MGS_GT	PF21969	Mannosylglycerate synthase, GT domain	0
MGT5A_N	PF15027	MGT5A-like, N-terminal	0
MGTA_C	PF09178	4-alpha-glucanotransferase, C-terminal	0
MgtC	PF02308	MgtC family	0
MgtC_SapB_C	PF21770	MGTC/SAPB C-terminal domain	0
MgtE	PF01769	Divalent cation transporter	0
MgtE_N	PF03448	MgtE intracellular N domain	0
MGTL	PF17059	MgtA leader peptide	0
MgtS-like	PF22865	Small protein MgtS-like	0
MgtT	PF23498	MgtT	0
Mg_chelatase	PF01078	Magnesium chelatase, subunit ChlI	0
Mg_chelatase_C	PF13335	Magnesium chelatase, subunit ChlI C-terminal	0
Mg_trans_NIPA	PF05653	Magnesium transporter NIPA	0
MH1	PF03165	MH1 domain	0
MH2	PF03166	MH2 domain	0
MHB	PF16525	Haemophore, haem-binding	0
MHC2-interact	PF09307	CLIP, MHC2 interacting	0
MHCassoc_trimer	PF08831	Class II MHC-associated invariant chain trimerisation domain	0
MHC_I	PF00129	Class I Histocompatibility antigen, domains alpha 1 and 2	0
MHC_II_alpha	PF00993	Class II histocompatibility antigen, alpha domain	0
MHC_II_beta	PF00969	Class II histocompatibility antigen, beta domain	0
MHC_I_2	PF14586	Class I Histocompatibility antigen, NKG2D ligand, domains 1 and 2	0
MHC_I_3	PF16497	MHC-I family domain	0
MHC_I_C	PF06623	MHC_I C-terminus	0
MHP1_C	PF28401	MAP-homologous protein 1 C-terminal domain	0
Mhr1	PF12829	Transcriptional regulation of mitochondrial recombination	0
MHV_Nsp3_DPUP	PF22104	Coronavirus Nsp3 DPUP domain	0
MHYT	PF03707	Bacterial signalling protein N terminal repeat	0
MIAC	PF23701	Micropeptide inhibiting actin cytoskeleton	0
MiaE	PF06175	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)	0
MiAMP1	PF09117	MiAMP1	0
MIase	PF02426	Muconolactone delta-isomerase	0
MIB_arm	PF26361	Mycoplasma immunoglobulin binding protein arm domain	0
MIB_HERC2	PF06701	Mib_herc2	0
MIB_M1	PF26360	Mycoplasma immunoglobulin binding protein M1 domain	0
MIB_M2	PF26364	Mycoplasma immunoglobulin binding protein M2 domain	0
MIC19_MIC25	PF05300	MICOS complex subunit MIC19/MIC25	0
MIC5	PF21496	Microneme protein MIC5	0
MICAH	PF27546	Metal-independent carbonic anhydrase	0
Microcephalin	PF12258	Microcephalin protein	0
Microcin	PF03526	Colicin E1 (microcin) immunity protein	0
Microp_apicomplexa	PF23479	Apicomplexa microprotein	0
Microp_apicomplexa_10	PF23519	Apicomplexa microprotein	0
Microp_apicomplexa_11	PF23520	Apicomplexa microprotein	0
Microp_apicomplexa_12	PF23522	Apicomplexa microprotein	0
Microp_apicomplexa_13	PF23523	Apicomplexa microprotein	0
Microp_apicomplexa_14	PF23527	Apicomplexa microprotein	0
Microp_apicomplexa_15	PF23528	Apicomplexa microprotein	0
Microp_apicomplexa_16	PF23529	Apicomplexa microprotein	0
Microp_apicomplexa_17	PF23531	Apicomplexa microprotein	0
Microp_apicomplexa_19	PF23533	Apicomplexa microprotein	0
Microp_apicomplexa_2	PF23483	Apicomplexa microprotein	0
Microp_apicomplexa_20	PF23534	Apicomplexa microprotein	0
Microp_apicomplexa_21	PF23535	Apicomplexa microprotein	0
Microp_apicomplexa_22	PF23537	Apicomplexa microprotein	0
Microp_apicomplexa_3	PF23496	Apicomplexa microprotein	0
Microp_apicomplexa_4	PF23501	Apicomplexa microprotein	0
Microp_apicomplexa_5	PF23503	Apicomplexa small protein domain	0
Microp_apicomplexa_6	PF23510	Apicomplexa microprotein	0
Microp_apicomplexa_8	PF23512	Apicomplexa microprotein	0
Microp_apicomplexa_9	PF23513	Apicomplexa microprotein	0
Microp_archaea	PF24004	Archaeal microprotein	0
Microtub_bd	PF16796	Microtubule binding	0
Microtub_bind	PF13931	Kinesin-associated microtubule-binding	0
Microvir_H	PF04687	Microvirus H protein (pilot protein)	0
Microvir_J	PF04726	Microvirus J protein	0
Microvir_lysis	PF04517	Microvirus lysis protein (E), C terminus	0
MICSWaP	PF17018	Spore wall protein	0
Mid1	PF12929	Stretch-activated Ca2+-permeable channel component	0
Mid2	PF04478	Mid2 like cell wall stress sensor	0
MID51-like_C	PF21297	Mitochondrial dynamics protein MID51-like, C-terminal domain	0
MID_MedPIWI	PF18296	MID domain of medPIWI	0
MID_pPIWI_RE	PF18157	MID domain of pPIWI_RE	0
MIEAP	PF16026	Mitochondria-eating protein	0
MIER1_3_C	PF19426	Mesoderm induction early response protein 1/3 C-terminal	0
MIF	PF01187	Macrophage migration inhibitory factor (MIF)	0
Mif2_N	PF15624	Kinetochore CENP-C fungal homologue, Mif2, N-terminal	0
mIF3	PF14877	Mitochondrial translation initiation factor	0
MIF4G	PF02854	MIF4G domain	0
MIF4G_like	PF09088	MIF4G like	0
MIF4G_like_2	PF09090	MIF4G like	0
Miff	PF05644	Mitochondrial and peroxisomal fission factor Mff	0
Mig-14	PF07395	Mig-14	0
Miga	PF10265	Mitoguardin	0
MIIP	PF15734	Migration and invasion-inhibitory	0
Milton	PF12448	Kinesin associated protein	0
Mim2	PF19117	Mitochondrial import 2	0
MIMI_R596-like_C	PF21491	Mimivirus sulfhydryl oxidase R596-like, C-terminal domain	0
MimR	PF26961	MimR domain	0
MimR_N	PF26965	MimR, N-terminal domain	0
MINAR1_C	PF06789	MINAR1 C-terminal domain	0
MINAR1_N	PF22948	MINAR1, N-terminal helical domain	0
MinC_C	PF03775	Septum formation inhibitor MinC, C-terminal domain	0
MinC_N	PF05209	Septum formation inhibitor MinC, N-terminal domain	0
MinC_N_1	PF22642	Cell-division inhibitor MinC, N-terminal domain-like	0
MINDY-3_4_CD	PF13898	Deubiquitinating enzyme MINDY-3/4, conserved domain	0
MINDY_DUB	PF04424	MINDY deubiquitinase	0
MinE	PF03776	Septum formation topological specificity factor MinE	0
MINION	PF21950	Protein myomixer	0
Minor_capsid_1	PF10665	Minor capsid protein	0
Minor_capsid_2	PF11114	Minor capsid protein	0
Minor_tail_Z	PF06763	Prophage minor tail protein Z (GPZ)	0
MINT_MID	PF20809	Msx2-interacting protein, MID domain	0
MINT_RAM7	PF20808	Msx2-interacting protein, RAM7 domain	0
MINT_RID	PF20810	Msx2-interacting protein, nuclear receptor-interacting domain	0
MIOS_a-sol	PF21719	MIOS, alpha-solenoid	0
MIOS_WD40	PF21720	MIOS, WD40 repeat	0
MIOX	PF05153	Myo-inositol oxygenase	0
MIP	PF00230	Major intrinsic protein	0
MIP-T3	PF10243	Microtubule-binding protein MIP-T3 CH-like domain	0
MIP-T3_C	PF17749	Microtubule-binding protein MIP-T3 C-terminal region	0
MIP2_C	PF26752	MIP2 C-terminal domain	0
MipA	PF06629	MltA-interacting protein MipA	0
MIPOL1_C	PF27921	Mirror-image polydactyly gene 1 protein C-terminal domain	0
MIPOL1_N	PF27918	Mirror-image polydactyly gene 1 protein N-terminal domain	0
MipZ	PF09140	ATPase MipZ	0
MIR	PF02815	MIR domain	0
Miracidia_Ag_8I	PF27835	Immunogenic miracidial antigen 8I'	0
Mis12	PF05859	Mis12 protein	0
MIS13	PF08202	Mis12-Mtw1 protein family	0
Mis14	PF08641	Kinetochore protein Mis14 like	0
Misat_Tub_SegII	PF10644	Misato Segment II tubulin-like domain	0
MISS	PF15822	MAPK-interacting and spindle-stabilising protein-like	0
Mistic	PF11458	Membrane-integrating protein Mistic	0
MIT	PF04212	MIT (microtubule interacting and transport) domain	0
MITF_TFEB_C_3_N	PF15951	MITF/TFEB/TFEC/TFE3 N-terminus	0
MitMem_reg	PF13012	Maintenance of mitochondrial structure and function	0
Mitochondr_Som1	PF11093	Mitochondrial export protein Som1	0
Mitoc_L55	PF09776	Mitochondrial ribosomal protein L55	0
Mitoc_mL59	PF18126	Mitochondrial ribosomal protein mL59	0
Mitofilin	PF09731	Mitochondrial inner membrane protein	0
Mitofissin	PF08520	Mitofissin	0
MitoNEET_N	PF10660	Iron-containing outer mitochondrial membrane protein N-terminus	0
Mitovir_RNA_pol	PF05919	Mitovirus RNA-dependent RNA polymerase	0
Mito_carr	PF00153	Mitochondrial carrier protein	0
Mito_fiss_Elm1	PF06258	Mitochondrial fission ELM1	0
Mito_fiss_reg	PF05308	Mitochondrial fission regulator	0
Mito_morph_reg	PF14972	Mitochondrial morphogenesis regulator	0
MITRAC7_Phoenixin	PF15061	MITRAC7/Phoenixin family	0
MIT_ATG1	PF24497	ATG1, MIT domain	0
MIT_C	PF16565	Phospholipase D-like domain at C-terminus of MIT	0
Mit_KHE1	PF10173	Mitochondrial K+-H+ exchange-related	0
MIT_LIKE_ACTX	PF17556	MIT-like atracotoxin family	0
Mit_proteolip	PF08039	Mitochondrial proteolipid	0
Mit_ribos_Mrp51	PF11709	Mitochondrial ribosomal protein subunit	0
mit_SMPDase	PF14724	Mitochondrial-associated sphingomyelin phosphodiesterase	0
MIX	PF18529	Mitochondrial membrane-anchored proteins	0
MIX23	PF09774	Intermembrane space protein MIX23	0
MJ0013	PF27234	Uncharacterized protein MJ0013 family	0
MJ0043_C	PF27218	MJ0043 C-terminal domain	0
MJ0093	PF27275	Uncharacterized protein MJ0093 family	0
MJ0207	PF27343	MJ0207 family	0
MJ0235	PF27273	Uncharacterized protein MJ0235 family	0
MJ0330_N	PF27249	Uncharacterized protein MJ0330, N-terminal P-loop domain	0
MJ0349	PF27276	M.jannaschii MJ0349 family	0
MJ0401	PF27353	MJ0401 family	0
MJ0538	PF27325	MJ0538 family	0
MJ0548_C	PF25274	Connectase MJ0548-like, C-terminal domain	0
MJ0548_N	PF09894	Connectase MJ0548-like, N-terminal domain	0
MJ0565	PF27307	MJ0565 integral membrane domain	0
MJ0711_N	PF27233	Uncharacterized protein MJ0711, N-terminal domain	0
MJ0753_N	PF27309	MJ0753 family N-terminal domain	0
MJ0786_C	PF27336	MJ0786 family C-terminal domain	0
MJ0786_N	PF27317	MJ0786 family N-terminal domain	0
MJ0788	PF27370	MJ0788 family	0
MJ0874	PF27219	MJ0874 family	0
MJ1010-like_2nd	PF21690	Uncharacterized ATP-binding protein MJ1010-like, C-terminal domain	0
MJ1155	PF27356	MJ1155 family	0
MJ1278	PF27355	MJ1278 domain	0
MJ1308	PF27305	MJ1308 family	0
MJ1316	PF04457	MJ1316 RNA cyclic group end recognition domain	0
MJ1341_C	PF27296	MJ1341 family C-terminal domain	0
MJ1433_C	PF27232	Uncharacterized protein MJ1433, C-terminal helical domain	0
MJ1433_N	PF27246	MJ1433, N-terminal helical domain	0
MJ1491	PF27404	MJ1491 transmembrane domain	0
MJ1566_N	PF27230	MJ1566 N-terminal domain	0
MJ1567	PF27231	Uncharacterized protein MJ1567 family	0
MJ1579	PF27357	MJ1579 family	0
MJ1673	PF27247	Uncharacterized protein MJ1673 family	0
MJ1674_2nd	PF27248	CRISPR-associated protein MJ1674, second domain	0
MjAgo_N-like	PF22138	Archaeal argonaute protein N-terminal domain	0
MjaV	PF27324	Type II restriction enzyme MjaV family	0
MJECL01_C	PF27406	MJECL01 family C-terminal domain	0
MJECL32	PF27326	MJECL32 domain	0
MJECL33	PF25924	MJECL33-like protein	0
MJECL34	PF27344	MJECL34 family	0
Mkg_C	PF23712	Monkey King C-terminal KA1 domain	0
MKLP1_Arf_bdg	PF16540	Arf6-interacting domain of mitotic kinesin-like protein 1	0
MKRN1_C	PF15815	E3 ubiquitin-protein ligase makorin, C-terminal	0
MksB	PF28010	Putative Mks condensin complex protein MksB	0
MksE	PF21980	Condensin complex protein MksE	0
MksF	PF28007	Putative Mks condensin complex protein MksF	0
MKT1_C	PF12246	Temperature dependent protein affecting M2 dsRNA replication	0
MKT1_N	PF12247	Temperature dependent protein affecting M2 dsRNA replication	0
MlaA	PF04333	MlaA lipoprotein	0
MlaC	PF05494	MlaC protein	0
MlaD	PF02470	MlaD protein	0
MlaE	PF02405	Permease MlaE	0
MLANA	PF14991	Protein melan-A	0
MLD	PF11647	Membrane Localization Domain	0
Mlf1IP	PF10248	Myelodysplasia-myeloid leukemia factor 1-interacting protein	0
Mlh1_C	PF16413	DNA mismatch repair protein Mlh1 C-terminus	0
MliC	PF09864	Membrane-bound lysozyme-inhibitor of c-type lysozyme	0
MLIP	PF15274	Muscular LMNA-interacting protein	0
MLKL_N	PF22215	Mixed lineage kinase domain-like N-terminal domain	0
MLLE	PF00658	MLLE domain	0
MLLE_2	PF23950	MLLE-related domain	0
Mlo	PF03094	Mlo family	0
Mlp	PF03304	Mlp lipoprotein family	0
MlpA	PF27412	MlpA	0
MLPTv-like_HTH	PF22393	MLPTv-like, helix-turn-helix domain	0
MlrA_C	PF22267	Transcriptional regulator MlrA, C-terminal domain	0
MlrA_helical	PF22270	Transcriptional regulator MlrA, helical domain	0
MlrC_C	PF07171	MlrC C-terminus	0
MltA	PF03562	MltA specific insert domain	0
Mltc_N	PF11873	Membrane-bound lytic murein transglycosylase C, N-terminal domain	0
MLTR_LBD	PF17765	MmyB-like transcription regulator ligand binding domain	0
MLVIN_C	PF18697	Murine leukemia virus (MLV) integrase (IN) C-terminal domain	0
MMACHC	PF16690	Methylmalonic aciduria and homocystinuria type C family	0
MMADHC	PF10229	Methylmalonic aciduria and homocystinuria type D protein	0
Mmc1_C	PF23868	Mmc1 C-terminal domain	0
Mmc1_N	PF23867	Mmc1 N-terminal domain	0
MmcB-like	PF06319	DNA repair protein MmcB-like	0
MmeI_C	PF20467	MmeI, C-terminal domain	0
MmeI_hel	PF20465	MmeI, helicase spacer domain	0
MmeI_Mtase	PF20473	MmeI, DNA-methyltransferase domain	0
MmeI_N	PF20464	MmeI, N-terminal domain	0
MmeI_TRD	PF20466	MmeI, target recognition domain	0
MmgE_PrpD_C	PF19305	MmgE/PrpD C-terminal domain	0
MmgE_PrpD_N	PF03972	MmgE/PrpD N-terminal domain	0
MMgT	PF10270	Membrane magnesium transporter	0
MmlI	PF09448	Methylmuconolactone methyl-isomerase	0
MMM1	PF10296	Maintenance of mitochondrial morphology protein 1	0
MmoB_DmpM	PF02406	MmoB/DmpM family	0
MmoD	PF27775	Methane monooxygenase component D	0
MmpB	PF26627	Morphogenic membrane protein MmpB	0
MMPL	PF03176	MMPL family	0
MMR1	PF08505	Mitochondrial Myo2 receptor-related protein	0
MMR_HSR1	PF01926	50S ribosome-binding GTPase	0
MMR_HSR1_Xtn	PF16897	C-terminal region of MMR_HSR1 domain	0
MMS19_C	PF12460	RNAPII transcription regulator C-terminal	0
MMS19_N	PF14500	Dos2-interacting transcription regulator of RNA-Pol-II	0
MMS21_N	PF22326	E3 SUMO-protein ligase MMS21, N-terminal domain	0
MMS22L_C	PF14911	S-phase genomic integrity recombination mediator, C-terminal	0
MMS22L_N	PF14910	S-phase genomic integrity recombination mediator, N-terminal	0
MMSYN1_0478	PF28190	MFS transporter MMSYN1_0478-like	0
MMtag	PF10159	Multiple myeloma tumor-associated	0
MMTV_SAg	PF01054	Mouse mammary tumour virus superantigen	0
MMU163	PF17119	Mitochondrial protein up-regulated during meiosis	0
MM_CoA_mutase	PF01642	Methylmalonyl-CoA mutase	0
Mnd1	PF03962	Mnd1 HTH domain	0
MNE1	PF13762	Mitochondrial splicing apparatus component	0
MnhB	PF04039	Domain related to MnhB subunit of Na+/H+ antiporter	0
MNHE	PF01899	Na+/H+ ion antiporter subunit	0
MNM1_beta	PF27637	Metabolic network modulator 1 small beta sheet domain	0
MnmE_helical	PF12631	MnmE helical domain	0
MNNL	PF07657	N terminus of Notch ligand C2-like domain	0
MNR	PF15718	Protein moonraker	0
MNSV_P7B	PF06692	Melon necrotic spot virus P7B protein	0
Mntp	PF02659	Putative manganese efflux pump	0
MntS	PF26599	Small protein MntS	0
Mn_catalase	PF05067	Manganese containing catalase	0
Mo-co_dimer	PF03404	Mo-co oxidoreductase dimerisation domain	0
Mo-nitro_C	PF06967	Mo-dependent nitrogenase C-terminus	0
Mo25	PF08569	Mo25-like	0
MoaC	PF01967	MoaC family	0
MoaD_arch	PF09189	Archaeal MoaD-like protein	0
MoaE	PF02391	MoaE protein	0
MoaF	PF10703	MoaF N-terminal domain	0
MoaF_C	PF17409	MoaF C-terminal domain	0
MoaF_like	PF22036	MoaF-like	0
Mob1_phocein	PF03637	Mob1/phocein family	0
MobA_MobL	PF03389	MobA/MobL family	0
MobB	PF03205	Molybdopterin guanine dinucleotide synthesis protein B	0
MobC	PF05713	Bacterial mobilisation protein (MobC)	0
MobC_2	PF19514	MobC-like protein	0
MobI	PF19456	MobI protein	0
Mobilization_B	PF17511	Mobilization protein B	0
MobL	PF18555	MobL relaxases	0
Mob_CxxC_CxxC	PF27874	Mobilome CxxCx(11)CxxC protein	0
Mob_Pre	PF01076	Plasmid recombination enzyme	0
Mob_synth_C	PF06463	Molybdenum Cofactor Synthesis C	0
MoCF_biosynth	PF00994	Probable molybdopterin binding domain	0
MoCoBD_1	PF02738	Molybdopterin cofactor-binding domain	0
MoCoBD_2	PF20256	Molybdopterin cofactor-binding domain	0
Mod_ADP_RT	PF26816	Bacteriophage T4 Mod ADP-ribosyltransferase	0
Mod_r	PF07200	Modifier of rudimentary (Mod(r)) protein	0
MoeA_C	PF03454	MoeA C-terminal region (domain IV)	0
MoeA_N	PF03453	MoeA N-terminal region (domain I and II)	0
MOEP19	PF16005	KH-like RNA-binding domain	0
MOFRL	PF05161	MOFRL family	0
Mog1	PF04603	Ran-interacting Mog1 protein	0
MogR_DNAbind	PF12181	DNA binding domain of the motility gene repressor (MogR)	0
Mollicut_2TM	PF27864	Small integral membrane protein	0
Mollicu_LP	PF27873	MOLPALP family lipoprotein	0
MOLO1	PF17175	Modulator of levamisole receptor-1	0
Molybdopterin	PF00384	Molybdopterin oxidoreductase	0
Molybdopterin_N	PF18364	Molybdopterin oxidoreductase N-terminal domain	0
Molybdop_Fe4S4	PF04879	Molybdopterin oxidoreductase Fe4S4 domain	0
Molydop_binding	PF01568	Molydopterin dinucleotide binding domain	0
Mom	PF25680	Mom protein family	0
