PFAM_NAME	PFAM_ACC	PFAM_DESC	IS_DUF
Bacteriocin_IId	PF09221	Bacteriocin class IId cyclical uberolysin-like	0
Bacteriocin_IIi	PF11758	Aureocin-like type II bacteriocin	0
Bacteriocin_sonorensin	PF27784	Bacteriocin, heterocycloanthracin/sonorensin family	0
Bacteriocin_streptolysin_S_pre	PF27786	Bacteriocin, streptolysin S, precursor	0
Bacteroid_pep	PF14406	Ribosomally synthesized peptide in Bacteroidetes	0
Bactofilin	PF04519	Polymer-forming cytoskeletal	0
Bact_GSDM	PF26164	Bacterial Gasdermin Family	0
Bact_hydrolase	PF20603	Bacterial hydrolase	0
Bact_surface_Ig-like	PF16403	Bacterial surface protein, Ig-like domain	0
Bact_transglu_N	PF08379	Bacterial transglutaminase-like N-terminal region	0
Bact_transglu_N_2	PF21295	Bacterial transglutaminase, N-terminal domain	0
Baculo_11_kDa	PF06143	Baculovirus 11 kDa family	0
Baculo_19	PF04798	Baculovirus 19 kDa protein conserved region	0
Baculo_8kDa	PF06096	Baculoviridae 8.2 KDa protein	0
Baculo_Ac102	PF06497	Baculovirus Ac102	0
Baculo_DNA_bind	PF04786	ssDNA binding protein	0
Baculo_E25	PF05274	Occlusion-derived virus envelope protein E25	0
Baculo_E56	PF04639	Baculoviral E56 protein, specific to ODV envelope	0
Baculo_E66	PF04850	Baculovirus E66 occlusion-derived virus envelope protein	0
Baculo_F	PF12259	Baculovirus F protein	0
Baculo_FP	PF03258	Baculovirus FP protein domain 1	0
Baculo_FP_2nd	PF25298	Baculovirus FP protein domain 2	0
Baculo_gp41	PF04700	Structural glycoprotein p40/gp41 conserved region	0
Baculo_gp64	PF03273	Baculovirus gp64 envelope glycoprotein	0
Baculo_helicase	PF04735	Baculovirus DNA helicase	0
Baculo_IE-1	PF05290	Baculovirus immediate-early protein (IE-0)	0
Baculo_LEF-10	PF07206	Baculovirus late expression factor 10 (LEF-10)	0
Baculo_LEF-11	PF06385	Baculovirus LEF-11 protein	0
Baculo_LEF-2	PF03041	lef-2	0
Baculo_LEF-3	PF05847	Nucleopolyhedrovirus late expression factor 3 (LEF-3)	0
Baculo_LEF5	PF04838	Baculoviridae late expression factor 5	0
Baculo_LEF5_C	PF11792	Baculoviridae late expression factor 5 C-terminal domain	0
Baculo_ME53	PF06061	Baculoviridae ME53	0
Baculo_ODV-E27	PF05314	Baculovirus occlusion-derived virus envelope protein EC27	0
Baculo_P15	PF25651	Baculovirus putative 15 kDa capsid protein	0
Baculo_p24	PF05073	Baculovirus P24 capsid protein	0
Baculo_p26	PF04766	Nucleopolyhedrovirus p26 protein	0
Baculo_p33	PF05214	Baculovirus P33	0
Baculo_p47	PF05112	Baculovirus P47 protein	0
Baculo_p48	PF04878	Baculovirus P48 protein	0
Baculo_p74	PF04583	Baculoviridae p74 conserved region	0
Baculo_p74_N	PF08404	Baculoviridae P74 N-terminal	0
Baculo_PEP_C	PF04513	Baculovirus polyhedron envelope protein, PEP, C terminus	0
Baculo_PEP_N	PF04512	Baculovirus polyhedron envelope protein, PEP, N terminus	0
Baculo_PP31	PF05311	Baculovirus 33KDa late protein (PP31)	0
Baculo_RING	PF05883	Baculovirus U-box/Ring-like domain	0
Baculo_VP1054	PF05789	Baculovirus VP1054 protein	0
Baculo_VP39	PF04501	Baculovirus major capsid protein VP39	0
Baculo_VP91_N	PF08475	Viral capsid protein 91 N-terminal	0
Baculo_Y142	PF04913	Baculovirus Y142 protein	0
Bac_A_amyl_C	PF18612	Bacterial Alpha amylase C-terminal domain	0
Bac_chlorC	PF02043	Bacteriochlorophyll C binding protein	0
Bac_DnaA	PF00308	Bacterial DnaA ATPAse domain	0
Bac_DnaA_C	PF08299	Bacterial dnaA protein helix-turn-helix	0
Bac_DNA_binding	PF00216	Bacterial DNA-binding protein	0
Bac_export_1	PF01311	Bacterial export proteins, family 1	0
Bac_export_2	PF01312	FlhB HrpN YscU SpaS Family	0
Bac_export_3	PF01313	Bacterial export proteins, family 3	0
Bac_GDH_CD	PF05088	Bacterial NAD-glutamate dehydrogenase, catalytic domain	0
Bac_GH3_C	PF18034	Bacterial Glycosyl hydrolase family 3 C-terminal domain	0
Bac_globin	PF01152	Bacterial-like globin	0
Bac_luciferase	PF00296	Luciferase-like monooxygenase	0
Bac_RepA_C	PF18008	Replication initiator protein A C-terminal domain	0
Bac_rhamnosid	PF05592	Bacterial alpha-L-rhamnosidase concanavalin-like domain	0
Bac_rhamnosid-like_N	PF21209	Alpha-rhamnosidase-like, bacteroidetes, N-terminal	0
Bac_rhamnosid6H	PF17389	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain	0
Bac_rhamnosid_C	PF17390	Bacterial alpha-L-rhamnosidase C-terminal domain	0
Bac_rhamnosid_N	PF08531	Alpha-L-rhamnosidase N-terminal domain	0
Bac_rhodopsin	PF01036	Bacteriorhodopsin-like protein	0
Bac_small_YrzI	PF09501	Probable sporulation protein (Bac_small_yrzI)	0
Bac_thur_toxin	PF01338	Bacillus thuringiensis toxin	0
Bac_transf	PF02397	Bacterial sugar transferase	0
baeRF_family10	PF18854	Bacterial archaeo-eukaryotic release factor family 10	0
baeRF_family11	PF18855	Bacterial archaeo-eukaryotic release factor family 11	0
baeRF_family12	PF18856	Bacterial archaeo-eukaryotic release factor family 12	0
baeRF_family2	PF18844	Bacterial archaeo-eukaryotic release factor family 2	0
baeRF_family3	PF18845	Bacterial archaeo-eukaryotic release factor family 3	0
baeRF_family5	PF18846	Bacterial archaeo-eukaryotic release factor family 5	0
baeRF_family6	PF18848	Bacterial archaeo-eukaryotic release factor family 6	0
baeRF_family7	PF18849	Bacterial archaeo-eukaryotic release factor family 7	0
baeRF_family8	PF18851	Bacterial archaeo-eukaryotic release factor family 8	0
BAF1_ABF1	PF04684	BAF1 / ABF1 chromatin reorganising factor	0
BAF250_C	PF12031	SWI/SNF-like complex subunit BAF250/Osa	0
BaffR-Tall_bind	PF09256	BAFF-R, TALL-1 binding	0
BAG	PF02179	BAG domain	0
BAG6	PF12057	BCL2-associated athanogene 6	0
Bag6_BAGS	PF20960	Bag6, BAG-similar domain	0
BAGE	PF08180	B melanoma antigen family	0
BAG_BAG5	PF27519	BAG5-like, BAG domain	0
BAH	PF01426	BAH domain	0
BAHCC1-like_Tudor	PF21744	BAHCC1-like, Tudor domain	0
BALF1	PF06861	BALF1 protein	0
BAMBI	PF06211	BMP and activin membrane-bound inhibitor (BAMBI) N-terminal domain	0
BAMBI_C	PF19337	BMP and activin membrane-bound inhibitor homolog C-terminus	0
BamE	PF04355	Outer membrane protein assembly factor BamE domain	0
BamHI	PF02923	Restriction endonuclease BamHI	0
BamI_lipocalin	PF27177	BamI lipocalin-like domain	0
Band_3_cyto	PF07565	Band 3 cytoplasmic domain	0
Band_7	PF01145	SPFH domain / Band 7 family	0
Band_7_1	PF13421	SPFH domain-Band 7 family	0
Band_7_C	PF16200	C-terminal region of band_7	0
BAP	PF06639	Basal layer antifungal peptide (BAP)	0
Bap31	PF05529	Bap31/Bap29 transmembrane region	0
Bap31_Bap29_C	PF18035	Bap31/Bap29 cytoplasmic coiled-coil domain	0
BapA_N	PF22783	BapA, prefix-like domain	0
BAR	PF03114	BAR domain	0
BARF1_ig2	PF22305	BARF1 second Ig-like domain	0
Barstar	PF01337	Barstar (barnase inhibitor)	0
Barttin	PF15462	Bartter syndrome, infantile, with sensorineural deafness (Barttin)	0
Barwin	PF00967	Barwin family	0
BAR_2	PF10455	Bin/amphiphysin/Rvs domain for vesicular trafficking	0
BAR_3	PF16746	BAR domain of APPL family	0
BAR_3_WASP_bdg	PF10456	WASP-binding domain of Sorting nexin protein	0
BAR_4	PF20400	BAR-like domain	0
BAS2	PF28293	Biotrophy-associated secreted protein 2	0
BAS4	PF28414	Biotrophy-associated secreted protein 4	0
Baseplate_J	PF04865	Baseplate J-like protein barrel domain	0
Baseplate_J_C	PF26079	Baseplate J-like protein C-terminal domain	0
Baseplate_J_M	PF26078	Baseplate J-like central domain	0
Baseplate_J_N	PF26776	Baseplate J-like N-terminal domain	0
Baseplate_Tube_p140	PF23779	Bacteriophage Baseplate Tube Protein Family	0
Baseplate_wedge	PF23786	Phage baseplate wedge subunit	0
Basic	PF01586	Myogenic Basic domain	0
BASP1	PF05466	Brain acid soluble protein 1 (BASP1 protein)	0
BAT	PF15915	GAF and HTH_10 associated domain	0
BAT2_N	PF07001	BAT2 N-terminus	0
BatA	PF07584	Aerotolerance regulator N-terminal	0
BatD	PF13584	BatD DUF11 like domain	0
BATS	PF06968	Biotin and Thiamin Synthesis associated domain	0
bAvd	PF22296	bAvd-like	0
Bax1-I	PF01027	Inhibitor of apoptosis-promoting Bax1	0
BaxI_1	PF12811	Bax inhibitor 1 like	0
BA_2335-like	PF22372	BA_2335-like	0
BB0158	PF24960	Outer surface lipoprotein BB0158	0
BB0208	PF28090	BB0208-like	0
BBE	PF08031	Berberine and berberine like	0
BBH37	PF25672	BBH37 helical domain	0
BBIP10	PF14777	Cilia BBSome complex subunit 10	0
BBL5	PF07289	Bardet-Biedl syndrome 5 protein	0
BBMV_Gp1_N	PF04522	Broad bean mottle virus, Gp1, N-terminal	0
Bbp16	PF21190	Bbp16	0
BBP1_C	PF15272	Spindle pole body component BBP1, C-terminal	0
BBP1_N	PF15271	Spindle pole body component BBP1, Mps2-binding protein	0
BBP2	PF07642	Putative beta-barrel porin-2, OmpL-like. bbp2	0
BBP2_2	PF10082	Putative beta-barrel porin 2	0
BBP7	PF07585	Putative beta barrel porin-7 (BBP7)	0
BBS1	PF14779	Ciliary BBSome complex subunit 1	0
BBS2_CtH	PF23351	BBS2 C-terminal helix bundle	0
BBS2_GAE	PF14782	BBS2 GAE domain	0
BBS2_hp	PF23353	BBS2 hairpin	0
BBS2_Mid	PF14783	Ciliary BBSome complex subunit 2, middle region	0
BBS2_N	PF14781	Ciliary BBSome complex subunit 2, N-terminal	0
BBS2_pf	PF23350	BBS2 platform domain	0
BBS7_GAE	PF23360	BBS7 GAE domain	0
BBS7_hp	PF23349	BBS7 hairpin	0
BBS7_pf	PF23361	BBS7 platform domain	0
BB_PF	PF18063	Beta barrel Pore-forming domain	0
BC10	PF06726	Bladder cancer-related protein BC10	0
Bc2l-C_N	PF21592	Bc2l-C, N-terminal domain	0
BCAS2	PF05700	Breast carcinoma amplified sequence 2 (BCAS2)	0
BCAS3	PF12490	BCAS3 microtubule associated cell migration factor, C-terminal	0
BCAS3_WD40	PF21034	BCAS3, WD40 repeat	0
BCA_ABC_TP_C	PF12399	Branched-chain amino acid ATP-binding cassette transporter	0
BCCIP	PF13862	BCCIP	0
BCCT	PF02028	BCCT, betaine/carnitine/choline family transporter	0
BCD	PF15461	Beta-carotene 15,15'-dioxygenase	0
BCD1	PF25790	BCD1 domain	0
BCDHK_Adom3	PF10436	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase	0
BCD_RFX	PF25340	RFX BCD domain	0
BCHF	PF07284	2-vinyl bacteriochlorophyllide hydratase (BCHF)	0
BChl_A	PF02327	Bacteriochlorophyll A protein	0
Bcl-2	PF00452	Apoptosis regulator proteins, Bcl-2 family	0
bcl-2I13	PF12201	Bcl2-interacting killer, BH3-domain containing	0
Bcl-2_3	PF15286	Apoptosis regulator M11, B cell 2 leukaemia/lymphoma like	0
Bcl-2_BAD	PF10514	Pro-apoptotic Bcl-2 protein, BAD	0
BCL9	PF11502	B-cell lymphoma 9 protein	0
BclA_C	PF18573	BclA C-terminal domain	0
BCLP	PF12304	Beta-casein like protein	0
Bclt	PF15318	Putative Bcl-2 like protein of testis	0
Bclx_interact	PF08945	Bcl-x interacting, BH3 domain	0
BCL_N	PF04714	BCL7, N-terminal conserver region	0
BCMA-Tall_bind	PF09257	BCMA, TALL-1 binding	0
BCNT	PF07572	Bucentaur or craniofacial development	0
BCOR	PF15808	BCL-6 co-repressor, non-ankyrin-repeat region	0
bCoV_lipid_BD	PF09399	Betacoronavirus lipid binding protein	0
bCoV_NAB	PF16251	Betacoronavirus nucleic acid-binding (NAB)	0
bCoV_NS6	PF12133	Betacoronavirus NS6 protein	0
bCoV_NS7A	PF08779	Betacoronavirus NS7A protein	0
bCoV_NS7B	PF11395	Betacoronavirus NS7B protein	0
bCoV_NS8	PF12093	Betacoronavirus NS8 protein	0
bCoV_NSP1	PF11501	Betacoronavirus replicase NSP1	0
bCoV_NSP3_N	PF12379	Betacoronavirus replicase NSP3, N-terminal	0
bCoV_Orf14	PF17635	Betacoronavirus uncharacterised protein 14 (SARS-CoV-2 like)	0
bCoV_S1_N	PF16451	Betacoronavirus-like spike glycoprotein S1, N-terminal	0
bCoV_S1_RBD	PF09408	Betacoronavirus spike glycoprotein S1, receptor binding	0
bCoV_SUD_C	PF12124	Betacoronavirus SUD-C domain	0
bCoV_SUD_M	PF11633	Betacoronavirus single-stranded poly(A) binding domain	0
bCoV_viroporin	PF11289	Betacoronavirus viroporin	0
Bcr-Abl_Oligo	PF09036	Bcr-Abl oncoprotein oligomerisation domain	0
BcrAD_BadFG	PF01869	BadF/BadG/BcrA/BcrD ATPase family	0
BCS1_N	PF08740	BCS1 N terminal	0
BcsB	PF03170	Bacterial cellulose synthase subunit	0
BCSC_C	PF05420	Cellulose synthase operon protein C C-terminus (BCSC_C)	0
BD-FAE	PF20434	BD-FAE	0
Bd2520-like_N	PF21596	Lactoylglutathione lyase, putative-like, N-terminal	0
Bd3614-deam	PF14439	Bd3614-like deaminase	0
Bd3614_N	PF14442	Bd3614-like deaminase N-terminal	0
Bdbt-like_TPR	PF21603	Bride of doubletime-like, TPR domain	0
BDHCT	PF08072	BDHCT (NUC031) domain	0
BDHCT_assoc	PF16204	BDHCT-box associated domain on Bloom syndrome protein	0
BDI_0842	PF21903	Hypothetical protein BDI_0842	0
BDI_1685-like_C	PF22256	BDI_1685-like, C-terminal domain	0
bDLD1	PF20689	Bacterial Death-like domain 1	0
bDLD2	PF20707	Bacterial Death-like domain 2	0
bDLD3	PF20690	Bacterial Death-like domain 3	0
BDM	PF10684	Putative biofilm-dependent modulation protein	0
BDV_G	PF06208	Borna disease virus G protein	0
BDV_P10	PF06515	Borna disease virus P10 protein	0
BDV_P24	PF06595	Borna disease virus P24 protein	0
BDV_P40	PF06407	Borna disease virus P40 protein	0
BD_b_sandwich	PF18820	Bdellovibrio Beta-sandwich	0
Beach	PF02138	Beige/BEACH domain	0
BEAN1_helical	PF28336	BEAN1 helical domain	0
Bee_toxin	PF17454	Honey bee toxin	0
BEGAIN_coil	PF27583	Brain-enriched guanylate kinase-associated protein coiled-coil domain	0
BEN	PF10523	BEN domain	0
BenE	PF03594	Benzoate membrane transport protein	0
Benyvirus_14KDa	PF07255	Benyvirus 14KDa protein	0
Benyvirus_P25	PF05744	Benyvirus P25/P26 protein	0
Bep_C_terminal	PF17841	BID domain of Bartonella effector protein (Bep)	0
BES1_N	PF05687	BES1/BZR1 plant transcription factor, N-terminal	0
BESS	PF02944	BESS motif	0
Bestrophin	PF01062	Bestrophin, RFP-TM, chloride channel	0
Bestrophin-like	PF14023	Bestrophin-like domain	0
Bestrophin_2	PF25539	Bacterial/Fungal Bestrophin protein	0
BET	PF17035	Bromodomain extra-terminal - transcription regulation	0
Beta-AFase-like_GH127_cat	PF07944	Beta-L-arabinofuranosidase, GH127 catalytic domain	0
Beta-APP	PF03494	Beta-amyloid peptide (beta-APP)	0
Beta-barrel_AAEA	PF25963	AAEA-like beta-barrel domain	0
Beta-barrel_ALG44	PF25965	ALG44 beta-barrel domain	0
Beta-barrel_AprE	PF26002	AprE-like, beta-barrel domain	0
Beta-barrel_CAF17_C	PF25455	CAF17, C-terminal beta-barrel domain	0
Beta-barrel_GLAA-B_I	PF23763	GLAA-B beta-barrel domain I	0
Beta-barrel_GLAA-B_II	PF23764	GLAA-B beta-barrel domain II	0
Beta-barrel_INTS6	PF25462	INTS6 beta-barrel domain	0
Beta-barrel_RND	PF25944	RND MFPs, beta-barrel domain	0
Beta-barrel_RND_2	PF25954	CusB-like, beta-barrel domain	0
Beta-barrel_RND_rel	PF26011	RND related, beta-barrel domain	0
Beta-barrel_SelB	PF25461	Selenocysteine-specific elongation factor, beta-barrel domain	0
Beta-barrel_YknX	PF25990	YknX-like beta-barrel domain	0
Beta-Casp	PF10996	Beta-Casp domain	0
Beta-ketacyl_N	PF21394	Beta-ketoacyl synthase-like, N-terminal	0
Beta-lactamase	PF00144	Beta-lactamase	0
Beta-lactamase2	PF13354	Beta-lactamase enzyme family	0
Beta-prism_lec	PF16458	Beta-prism lectin	0
Beta-prop_ACSF4	PF13570	Beta-alanine-activating enzyme, beta-propeller	0
Beta-prop_Aladin	PF25460	Aladin seven-bladed propeller	0
Beta-prop_At4g14310	PF25465	At4g14310 8-bladed propeller	0
Beta-prop_AT5G49610-like	PF23635	F-box protein AT5G49610-like, beta-propeller	0
Beta-prop_ATRN-LZTR1	PF24981	Attractin/LZTR1 beta-propeller	0
Beta-prop_BBS7	PF23743	BBS7 beta-propeller	0
Beta-prop_BT_1020	PF24067	BT_1020-like, N-terminal beta propeller	0
Beta-prop_CAF1B_HIR1	PF24105	CAF1B/HIR1 beta-propeller domain	0
Beta-prop_Calicin	PF13964	Calicin, beta-propeller domain	0
Beta-prop_CATSPERD	PF15020	CATSPERD, beta-propeller domain	0
Beta-prop_CATSPERE	PF22844	CATSPERE beta-propeller domain	0
Beta-prop_CGLA	PF25292	Lambda-carrageenase beta-propeller domain	0
Beta-prop_DCAF12	PF23760	DDB1- and CUL4-associated factor 12 beta propeller	0
Beta-prop_DCAF4	PF23761	DDB1- and CUL4-associated factor 4 beta-propeller domain	0
Beta-prop_EDC4L	PF24106	EDC4-like protein pdc1 beta-propeller	0
Beta-prop_EIPR1	PF23609	EIPR1 beta-propeller	0
Beta-prop_ELP1_1st	PF04762	ELP1 first N-terminal beta-propeller	0
Beta-prop_ELP1_2nd	PF23797	ELP1 N-terminal second beta-propeller	0
Beta-prop_EMC1_N	PF25293	EMC1 N-terminal beta-propeller domain	0
Beta-prop_EML	PF23409	Echinoderm microtubule-associated protein first beta-propeller	0
Beta-prop_EML_2	PF23414	Echinoderm microtubule-associated protein second beta-propeller	0
Beta-prop_FAM234A_B	PF23727	FAM234A/B beta-propeller	0
Beta-prop_FBX42	PF13415	FBX42, beta-propeller domain	0
Beta-prop_HPS5	PF23756	HPS5 beta-propeller	0
Beta-prop_HVO_0234	PF23366	HVO_0234-like, beta propeller	0
Beta-prop_IFT122_1st	PF23381	IFT122 first beta-propeller	0
Beta-prop_IFT122_2nd	PF23377	IFT122 second beta-propeller	0
Beta-prop_IFT140_1st	PF23383	IFT140 first beta-propeller	0
Beta-prop_IFT140_2nd	PF23385	IFT140 second beta-propeller	0
Beta-prop_IFT80_2nd	PF23335	IFT80 second beta-propeller	0
Beta-prop_IP5PC_F	PF23754	IP5P C-F beta-propeller	0
Beta-prop_KIB1-4	PF03478	KIB1-4 beta-propeller	0
Beta-prop_LRRK2	PF23748	LRRK2 beta propeller	0
Beta-prop_NOL10_N	PF23098	Nucleolar protein 10-like, N-terminal domain	0
Beta-prop_Nup120_160	PF11715	Nucleoporin Nup120/160, beta-propeller domain	0
Beta-prop_NUP159_NUP214	PF16755	NUP159/214 beta propeller	0
Beta-prop_NWD2_C	PF23586	NWD2 C-terminal beta-propeller	0
Beta-prop_PLL	PF26607	PLL-like beta propeller	0
Beta-prop_pof12	PF25499	F-box protein pof12 beta-propeller	0
Beta-prop_RIC1_2nd	PF25440	RIC1 second beta propeller domain	0
Beta-prop_RIG_1st	PF23770	RIG first beta-propeller	0
Beta-prop_RIG_2nd	PF23775	RIG second beta-propeller	0
Beta-prop_Rol-3	PF25494	Rol-3 five-bladed beta-propeller	0
Beta-prop_RSE1_1st	PF10433	RSE1/DDB1/CPSF1 first beta-propeller	0
Beta-prop_RSE1_2nd	PF23726	RSE1/DDB1/CPSF1 second beta-propeller	0
Beta-prop_SCAP	PF24017	SCAP Beta-propeller	0
Beta-prop_SPT8	PF23798	SPT8 beta propeller	0
Beta-prop_TEP1_2nd	PF25047	TEP-1 second beta-propeller	0
Beta-prop_TEP1_C	PF25048	TEP-1 C-terminal beta-propeller	0
Beta-prop_THOC3	PF25174	THOC3 beta-propeller domain	0
Beta-prop_TYW4	PF13418	tRNA wybutosine-synthesizing protein 4, beta-propeller	0
Beta-prop_Vps41	PF23411	Vps42 beta-propeller	0
Beta-prop_VPS8	PF23410	Vps8 beta-propeller	0
Beta-prop_WDR11_1st	PF23751	WDR11 first beta-propeller	0
Beta-prop_WDR11_2nd	PF23752	WDR11 second beta-propeller	0
Beta-prop_WDR19_1st	PF23389	WDR19 first beta-propeller	0
Beta-prop_WDR19_2nd	PF15911	WDR19 second beta-propeller	0
Beta-prop_WDR35_2nd	PF23390	WDR35 second beta-propeller	0
Beta-prop_WDR35_TULP_N	PF24797	WDR35/TULP4 N-terminal	0
Beta-prop_WDR36-Utp21_1st	PF25171	WDR36/Utp21 first beta-propeller	0
Beta-prop_WDR36-Utp21_2nd	PF25168	WDR36/Utp21 second beta-propeller domain	0
Beta-prop_WDR3_1st	PF25173	WDR3 first beta-propeller domain	0
Beta-prop_WDR3_2nd	PF25172	WDR3 second beta-propeller domain	0
Beta-prop_WDR41	PF25178	WDR41	0
Beta-prop_WDR5	PF25175	WDR5 beta-propeller domain	0
Beta-prop_WDR75_1st	PF23869	WD repeat-containing protein 75 first beta-propeller	0
Beta-prop_WDR75_2nd	PF23769	WD repeat-containing protein 75 second beta-propeller	0
Beta-prop_WDR90_POC16_2nd	PF23393	WDR90/POC16, second beta-propeller	0
Beta-prop_YycP	PF27482	YycP, beta-propeller domain	0
Beta-sand_ComC_1st	PF24142	EGF-like domain-containing protein ComC first beta-sandwich	0
Beta-sand_ComC_2nd	PF24143	EGF-like domain-containing protein ComC second beta-sandwich	0
Beta-sand_DEX1	PF23722	DEX1 beta-sandwich	0
Beta-sol_PIC_HAP1_IgA0_2nd	PF24078	PIC/HAP1/IgA0 second beta-solenoid repeat region	0
Beta-TrCP_D	PF12125	D domain of beta-TrCP	0
Beta-tre_PLH30	PF24208	Endo-acting ulvan lyase beta-trefoil domain	0
BetaGal_ABD2	PF13364	Beta-galactosidase second all-beta domain	0
BetaGal_ABD_1	PF21317	Beta-galactosidase, first all-beta domain	0
BetaGal_dom2	PF10435	Beta-galactosidase, domain 2	0
BetaGal_dom3	PF13363	Beta-galactosidase, domain 3	0
BetaGal_gal-bd	PF21467	Beta-galactosidase, galactose-binding domain	0
Betaherpes_U91	PF25686	Betaherpesvirus U91 protein	0
betaPIX_CC	PF16523	betaPIX coiled coil	0
Beta_elim_lyase	PF01212	Beta-eliminating lyase	0
Beta_helix	PF13229	Right handed beta helix region	0
Beta_helix_2	PF18835	Beta helix repeat of Inulin fructotransferase	0
Beta_helix_3	PF18889	Beta helix repeat	0
Beta_helix_4	PF28492	Pectate-lyase like beta helix domain	0
Beta_lactamase3	PF17030	Putative beta-lactamase-like family	0
Beta_methylindole_red_C	PF27054	Beta-methylindole-3-pyruvate reductase C-terminal domain	0
Beta_propel	PF09826	Beta propeller domain	0
Beta_prop_At2g24240	PF25279	At2g24240-like, C-terminal beta propeller	0
Beta_protein	PF14350	Beta protein	0
Beta_trefoil_fun	PF28325	Fungal beta-trefoil domain	0
Beta_trefoil_Wo	PF26322	Botulinum-like neurotoxin Wo, C-terminal beta-trefoil domain	0
BetR	PF08667	BetR domain	0
Bet_v_1	PF00407	Pathogenesis-related protein Bet v 1 family	0
Bet_v_1_TRM44_N	PF28462	TRM44-like, N-terminal bet v1-like domain	0
BEX	PF04538	Brain expressed X-linked like family	0
BE_C	PF09210	1,4-alpha-glucan branching enzyme, C-terminal	0
BF9343_1606-like_C	PF22452	BF9343_1606-like, C-terminal	0
BFA1_C	PF21053	Biogenesis factor required for ATP synthase 1, C-terminal domain	0
Bfc	PF22576	Transcriptional cofactor Bfc	0
BfiI_DBD	PF18243	Metal-independent restriction enzyme BfiI DNA binding domain	0
Bflower	PF21784	4-fold beta flower protein	0
Bflower_2	PF21785	5-fold beta-flower protein	0
Bflower_3	PF21786	6-fold beta flower protein	0
BFN_dom	PF02577	Bifunctional nuclease domain	0
BfoA_C	PF28386	BfoA family C-terminal domain	0
BfoA_N	PF28387	BfoA N-terminal domain	0
BgaA-like_CBM	PF21606	Beta-galactosidase-like, Galactose-binding domain	0
Bgal_small_N	PF02929	Beta galactosidase small chain	0
BGLAP_C	PF25890	Osteocalcin, C-terminal domain	0
BH0509	PF28074	BH0509-like	0
BH1974-like_central	PF21469	BH1974-like, central domain	0
BH3	PF15285	Beclin-1 BH3 domain, Bcl-2-interacting	0
BH4	PF02180	Bcl-2 homology region 4	0
BHD_1	PF10403	Rad4 beta-hairpin domain 1	0
BHD_2	PF10404	Rad4 beta-hairpin domain 2	0
BHD_3	PF10405	Rad4 beta-hairpin domain 3	0
bHLH-MYC_N	PF14215	bHLH-MYC and R2R3-MYB transcription factors N-terminal	0
bHLH-TF_ACT-like_plant	PF22754	Plant bHLH transcription factor, ACT-like domain	0
BHLH144_N	PF28581	Basic helix-loop-helix protein 144 N-terminal domain	0
bHLH_HIF1A	PF23171	Hypoxia-inducible factor 1-alpha bHLH domain	0
bHLH_ILI	PF23174	ILI bHLH domain	0
bHLH_INO2	PF23179	INO2 bHLH domain	0
bHLH_INO4	PF23181	INO4 bHLH domain	0
bHLH_IRO3	PF23177	Iron-related transcription factor 3 bHLH domain	0
bHLH_LHW	PF23176	Transcription factor LHW bHLH domain	0
bHLH_NCOA	PF23172	Nuclear receptor coactivators bHLH domain	0
bHLH_NPAS4	PF23183	NPAS4 bHLH domain	0
bHLH_PER	PF23170	Period circadian protein homolog bHLH-like domain	0
bHLH_SAC51	PF23173	Transcription factor SAC51 bHLH domain	0
bHLH_STRA8	PF23175	Stimulated by retinoic acid gene 8 protein bHLH domain	0
BibA_N	PF20959	BibA adhesin stalk domain	0
BicD	PF09730	Microtubule-associated protein Bicaudal-D	0
BICDL2_C	PF27654	BICD family-like cargo adapter 2 C-terminal domain	0
BIC_C	PF28516	Blue-light inhibitor of cryptochromes C-terminal domain	0
BID	PF06393	BH3 interacting domain (BID)	0
Big-like	PF22359	Bacterial Ig-like domain	0
BIG1_C	PF27678	BIG1 C-terminal domain	0
BIG1_N	PF27676	BIG1 N-terminal domain	0
BIg21	PF05688	Bacterial Immunoglobulin-like 21	0
BIG2_C	PF20252	BIG2 C-terminal domain	0
BigA_3rd	PF27417	BigA third pectate lyase-like domain	0
BigA_4th	PF27415	BigA fourth domain	0
BigA_beta	PF25783	BigA beta sandwich domain	0
BigA_N	PF25784	BigA and YdbA N-terminal beta barrel domain	0
Big_1	PF02369	Bacterial Ig-like domain (group 1)	0
Big_10	PF17964	Bacterial Ig domain	0
Big_11	PF18200	Bacterial Ig-like domain	0
Big_12	PF19078	Bacterial Ig-like domain	0
Big_13	PF19077	Bacterial Ig-like domain	0
Big_14	PF20251	Bacterial Ig-like domain	0
Big_15	PF20622	Bacterial Ig domain (Big_16)	0
Big_2	PF02368	Bacterial Ig-like domain (group 2)	0
Big_3	PF07523	Bacterial Ig-like domain (group 3)	0
Big_3_2	PF12245	Bacterial Ig-like domain	0
Big_3_3	PF13750	Bacterial Ig-like domain (group 3)	0
Big_3_4	PF13754	Domain of unknown function	1
Big_3_5	PF16640	Bacterial Ig-like domain (group 3)	0
Big_4	PF07532	Bacterial Ig-like domain (group 4)	0
Big_5	PF13205	Bacterial Ig-like domain	0
Big_6	PF17936	Bacterial Ig domain	0
Big_7	PF17957	Bacterial Ig domain	0
Big_8	PF17961	Bacterial Ig domain	0
Big_9	PF17963	Bacterial Ig domain	0
BilA_UBL_2	PF27055	BilA ubiquitin-like domain 2	0
